label,message,label_num,message_length,processed_message
ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),0,90,piss talking someone realise point read backwards
ham,Think + da. You wil do.,0,23,think da wil
ham,I'm awake oh. What's up.,0,24,awake oh
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,0,156,good afternoon boytoy goes walking day get police abstract still wake miss babe
ham,How much u trying to get?,0,25,much trying get
ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",0,73,come around lt decimal gt pm vikky otside nw il come tht time
ham,Tell me again what your address is,0,34,tell address
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,0,208,buy blackberry bold 2 torch buy new used let know plus saying buy lt gt wifi ipad saying lt gt
ham,But you were together so you should be thinkin about him,0,56,together thinkin
ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,0,112,hiya hows going sunny africa hope avin good time give big old silver back big kiss
ham,At WHAT TIME should i come tomorrow,0,35,time come tomorrow
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,1,156,wan na laugh try chit-chat mobile logon txting word chat send 8883 cm po box 4217 london w1a 6zf 16 118p/msg rcvd
ham,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE ",0,119,cha quiteamuzing thatscool babe probpop cu satthen hunny 4brekkie love jen xxx psxtra lrg portions 4 please
ham,Omg how did u know what I ate?,0,30,omg know ate
spam,URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50,1,142,urgent 2nd attempt contact 1000call 09071512432 b4 300603t csbcm4235wc1n3xx.callcost150ppmmobilesvary max£7 50
ham,:( but your not here....,0,24,
ham,Not directly behind... Abt 4 rows behind ü...,0,45,directly behind abt 4 rows behind
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,1,115,congratulations ur awarded 500 cd vouchers 125gift guaranteed free entry 2 100 wkly draw txt music 87066
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",1,159,contract mobile 11 mnths latest motorola nokia etc free double mins text orange tariffs text yes callback remove records
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",1,152,"urgent call 09066350750 landline complimentary 4 ibiza holiday 10,000 cash await collection sae cs po box 434 sk3 8wp 150 ppm 18"
ham,No plans yet. What are you doing ?,0,34,plans yet
ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,0,142,hi engagement fixd lt gt th next month know really shocking bt hmm njan vilikkam ws al sudn
ham,Not course. Only maths one day one chapter with in one month we can finish.,0,75,course maths one day one chapter one month finish
ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),0,95,wow n't think common take back ur freak unless chop
ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.,0,77,noooooooo please last thing need stress life fair
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,1,158,secret admirer looking 2 make contact u-find reveal thinks ur special-call 09065171142-stopsms-08718727870150ppm
ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg",0,79,see swing bit got things take care firsg
ham,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),0,229,wanted wish happy new year wanted talk legal advice gary split person make trip ptbo hope everything good babe love ya
ham,Have you not finished work yet or something?,0,44,finished work yet something
ham,Right it wasnt you who phoned it was someone with a number like yours!,0,70,right wasnt phoned someone number like
ham,It's ok i wun b angry. Msg u aft i come home tonight.,0,53,ok wun angry msg aft come home tonight
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,0,106,good time nice something bit different weekends change see ya soon
ham,Yo sorry was in the shower sup,0,30,yo sorry shower sup
ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",0,86,carlos pick swing usf little bit
ham,Full heat pa:-) i have applyed oil pa.,0,38,full heat pa applyed oil pa
ham,I'm stuck in da middle of da row on da right hand side of da lt... ,0,67,stuck da middle da row da right hand side da lt
ham,Have you laid your airtel line to rest?,0,39,laid airtel line rest
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,0,97,hi decide wot 2 get 4 bday ill prob jus get voucher frm virgin sumfing
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,1,144,freemsg txt call 86888 claim reward 3 hours talk time use phone subscribe6gbp/mnth inc 3hrs 16 stop txtstop
ham,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx",0,153,hey feeling better hopeso hunny amnow feelin ill ithink may tonsolitusaswell damn iam layin bedreal bored lotsof luv xxxx
ham,And I don't plan on staying the night but I prolly won't be back til late,0,73,n't plan staying night prolly wo n't back til late
ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!,0,35,thanx 4 puttin da fone
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",0,72,need 8th campus atm could pick hour two
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",0,134,oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scared hiphop open cant catch
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,0,106,running managed 5 minutes needed oxygen might resort roller option
ham,We live in the next  &lt;#&gt; mins,0,35,live next lt gt mins
ham,Y de asking like this.,0,22,de asking like
ham,Just glad to be talking to you.,0,31,glad talking
ham,Wat time ü finish?,0,18,wat time finish
ham,Sorry da. I gone mad so many pending works what to do.,0,54,sorry da gone mad many pending works
ham,How much you got for cleaning,0,29,much got cleaning
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,0,101,hows favourite person today workin hard could n't sleep last nite nearly rang 4.30
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,1,108,sunshine quiz win super sony dvd recorder canname capital australia text mquiz 82277
ham,Ü called dad oredi...,0,21,called dad oredi
ham,Good. do you think you could send me some pix? I would love to see your top and bottom...,0,89,good think could send pix would love see top bottom
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,0,75,nvm going wear sport shoes anyway going late leh
ham,"Sorry, I'll call later In meeting.",0,34,sorry call later meeting
ham,THIS IS A LONG FUCKIN SHOWR,0,27,long fuckin showr
ham,"Received, understood n acted upon!",0,34,received understood acted upon
ham,They finally came to fix the ceiling.,0,37,finally came fix ceiling
ham,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....",0,170,need presnts always bcz cant mis love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha mns prabha is'love got dont mis
ham,Jus finish blowing my hair. U finish dinner already?,0,52,jus finish blowing hair finish dinner already
ham,I'm on the bus. Love you,0,24,bus love
ham,Lol ... I knew that .... I saw him in the dollar store,0,54,lol knew saw dollar store
spam,Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,1,165,todays voda numbers ending 7634 selected receive 350 reward match please call 08712300220 quoting claim code 7684 standard rates apply
ham,Only saturday and sunday holiday so its very difficult:),0,56,saturday sunday holiday difficult
ham,Everybody had fun this evening. Miss you.,0,41,everybody fun evening miss
ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",0,89,got hella gas money want go grand nature adventure galileo little bit
ham,Oh wow thats gay. Will firmware update help,0,43,oh wow thats gay firmware update help
ham,These won't do. Have to move on to morphine,0,43,wo n't move morphine
ham,How come i din c ü... Yup i cut my hair...,0,42,come din yup cut hair
ham,K k pa Had your lunch aha.,0,26,pa lunch aha
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :),0,66,captain vijaykanth comedy captain tv drunken
ham,Of course. I guess god's just got me on hold right now.,0,55,course guess god got hold right
ham,Do you hide anythiing or keeping distance from me,0,49,hide anythiing keeping distance
ham,Havent.,0,7,havent
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,1,143,ripped get mobile content www.clubmoby.com call 08717509990 poly/true/pix/ringtones/games six downloads 3
ham,Sorry i din lock my keypad.,0,27,sorry din lock keypad
ham,Are you planning to come chennai?,0,33,planning come chennai
spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,1,155,tried contact reply offer video phone 750 anytime network mins half price line rental camcorder reply call 08000930705
ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,0,157,god created gap btwn ur fingers dat sum1 vry special fill gaps holding ur hands plz dont ask created much gap legs
ham,We are okay. Going to sleep now. Later,0,38,okay going sleep later
ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """,0,135,finally happened aftr decades beer cheaper petrol goverment expects us drink n't drive
spam,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 ,1,156,400 xmas reward waiting computer randomly picked loyal mobile customers receive 400 reward call 09066380611
ham,Where r e meeting tmr?,0,22,meeting tmr
ham,Lol yes. But it will add some spice to your day.,0,48,lol yes add spice day
ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.,0,80,prasanth ettans mother passed away last night pray family
ham,"K, I'll work something out",0,26,work something
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,1,136,private 2003 account statement shows 800 un-redeemed points call 08718738002 identifier code 48922 expires 21/11/04
ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,0,106,message great doctor india 1 drink appy fizz contains cancer causing age
ham,You call him and tell now infront of them. Call him now.,0,56,call tell infront call
ham,Ok no prob...,0,13,ok prob
ham,Ladies first and genus second k .,0,33,ladies first genus second
ham,No. Yes please. Been swimming?,0,30,yes please swimming
ham,Mum not going robinson already.,0,31,mum going robinson already
ham,Ok set let u noe e details later...,0,35,ok set let noe details later
ham,Not..tel software name..,0,24,tel software name
ham,I send the print  outs da.,0,26,send print outs da
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,0,49,im realy soz imat mums 2nite 2moro
ham,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!",0,159,born god said oh another idiot born god said oh competition knew one day two become freinds forever
ham,"I didnt get ur full msg..sometext is missing, send it again",0,59,didnt get ur full msg sometext missing send
ham,"Probably not, I'm almost out of gas and I get some cash tomorrow",0,64,probably almost gas get cash tomorrow
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",1,152,customer service announcement recently tried make delivery unable please call 07099833605 re-schedule ref:9280114
ham,I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?,0,107,forgot 2 ask smth card da present lei want 2 write smth sign
ham,I'm leaving my house now.,0,25,leaving house
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",1,160,hi babe chloe smashed saturday night great weekend missing sp visionsms.com text stop stop 150p/text
ham,Ü ready then call me...,0,23,ready call
ham,Wewa is 130. Iriver 255. All 128 mb.,0,36,wewa 130 iriver 255 128 mb
ham,It is a good thing I'm now getting the connection to bw,0,55,good thing getting connection bw
ham,Sry da..jst nw only i came to home..,0,36,sry da jst nw came home
ham,"That's cool he'll be here all night, lemme know when you're around",0,66,cool night lem know around
ham,Are you staying in town ?,0,25,staying town
ham,"Haha yeah, 2 oz is kind of a shitload",0,37,haha yeah 2 oz kind shitload
ham,Ok u can take me shopping when u get paid =D,0,44,ok take shopping get paid
ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",0,63,alright bring see like lt gt mins
ham,But pls dont play in others life.,0,33,pls dont play others life
ham,Eatin my lunch...,0,17,eatin lunch
ham,Hmmm.but you should give it on one day..,0,40,hmmm.but give one day
ham,"Didn't try, g and I decided not to head out",0,43,n't try decided head
ham,Ok no prob,0,10,ok prob
ham,Surly ill give it to you:-) while coming to review.,0,51,surly ill give coming review
ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",0,154,march ending ready call sure problem capital never complete far work ladies
ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,0,147,pls give food preferably pap slowly loads sugar take hour give water slowly
spam,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",1,154,"urgent mobile 07808726822 awarded 2,000 bonus caller prize 02/09/03 2nd attempt contact call 0871-872-9758 box95qu"
ham,A guy who gets used but is too dumb to realize it.,0,50,guy gets used dumb realize
ham,"Okey dokey, i‘ll be over in a bit just sorting some stuff out.",0,62,okey dokey bit sorting stuff
ham,Yes fine ,0,9,yes fine
ham,I liked the new mobile,0,22,liked new mobile
ham,Anytime...,0,10,anytime
ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,0,124,mmmmmmm snuggles deep contented sigh whispers fucking love much barely stand
ham,Yar but they say got some error.,0,32,yar say got error
ham,Hey anyway i have to :-),0,24,hey anyway
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,0,95,wow healthy old airport rd lor cant thk anything else bathing dog later
ham,Wif my family booking tour package.,0,35,wif family booking tour package
ham,"Did you say bold, then torch later. Or one torch and 2bold?",0,59,say bold torch later one torch 2bold
ham,"Haha awesome, I might need to take you up on that, what you doin tonight?",0,73,haha awesome might need take doin tonight
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),0,88,ya knw vl giv ok thanks kano anyway enjoy wit ur family wit 1st salary
ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,0,77,huh slow tot reach long ago liao 2 days 4 leh
ham,Thats cool princess! I will cover your face in hot sticky cum :),0,64,thats cool princess cover face hot sticky cum
ham,Big brother‘s really scraped the barrel with this shower of social misfits,0,74,big brother really scraped barrel shower social misfits
ham,Oops i thk i dun haf enuff... I go check then tell ü..,0,54,oops thk dun haf enuff go check tell
ham,S:)8 min to go for lunch:),0,26,8 min go lunch
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",0,112,hey happened switch ur cell whole day isnt good care give call tomorrow
ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home",0,77,addie amp art get home
ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",0,102,aiyo lesson early still sleepin haha okie go home liao den confirm lor
ham,Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..,0,77,forgot tell smth like number sections clearer
ham,"Yup. Anything lor, if u dun wan it's ok...",0,42,yup anything lor dun wan ok
ham,"I'm home, my love ... If your still awake ... *loving kiss*",0,59,home love still awake loving kiss
ham,HELLO PEACH! MY CAKE TASTS LUSH!,0,32,hello peach cake tasts lush
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",1,153,free game get rayman golf 4 free o2 games arcade 1st get ur games settings reply post save activ8 press 0 key arcade termsapply
ham,"There'll be a minor shindig at my place later tonight, you interested?",0,70,minor shindig place later tonight interested
ham,Jason says it's cool if we pick some up from his place in like an hour,0,70,jason says cool pick place like hour
spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",1,143,mobile 10 mths update latest camera/video phones free keep ur number get extra free mins/texts text yes call
ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,0,124,career tel added contact indyarocks.com send free sms remove phonebook sms lt gt
ham,I've reached already.,0,21,reached already
ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .,0,77,dont know ask brother nothing problem thing told
ham,K:)eng rocking in ashes:),0,25,eng rocking ashes
ham,Wat time r ü going to xin's hostel?,0,35,wat time going xin hostel
ham,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,0,75,good morning dear shijutta great amp successful day
ham,Oh k:)after that placement there ah?,0,36,oh placement ah
ham,"Not for possession, especially not first offense",0,48,possession especially first offense
ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",0,175,nt driving even many reasons called bbd thts chikku hw abt dvg cold heard tht vinobanagar violence hw condition hw ru problem
ham,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,0,237,bought test yesterday something lets know exact day ovulate.when get 2u 2 3wks pls pls dont fret know worried pls relax also anything ur past history need tell
ham,We have pizza if u want,0,23,pizza want
ham,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""",0,101,keep seeing weird shit bein woah realising actually reasonable oh
ham,Many more happy returns of the day. I wish you happy birthday.,0,62,many happy returns day wish happy birthday
ham,Thinking of u ;) x,0,18,thinking
ham,Orh i tot u say she now still dun believe.,0,42,orh tot say still dun believe
ham,"When you just put in the + sign, choose my number and the pin will show. Right?",0,79,put sign choose number pin show right
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,0,133,beauty life next second hides thousands secrets wish every second wonderful ur life gud n8
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,0,91,thanx darlin im cool thanx bday drinks 2 nite 2morrow take care soon.xxx
ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",0,99,still maybe leave credit card get gas get back like told
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,1,160,weekly cool-mob tones ready download weeks new tones include 1 crazy frog-axel 2 akon-lonely 3 black eyed-dont info
ham,Well boy am I glad G wasted all night at applebees for nothing,0,62,well boy glad wasted night applebees nothing
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,1,155,cashbin.co.uk get lots cash weekend www.cashbin.co.uk dear welcome weekend got biggest best ever cash give away
ham,Ok lor... Or u wan me go look 4 u?,0,34,ok lor wan go look 4
ham,U wan 2 haf lunch i'm in da canteen now.,0,40,wan 2 haf lunch da canteen
ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,0,157,n't make life stressfull always find time laugh may add years life surely adds life ur years gud ni8 swt dreams
ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",0,133,hey looks like wrong one kappa guys numbers still phone want text see around
spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082,1,138,thanks 4 continued support question week enter in2 draw 4 100 cash name new us president txt ans 80082
ham,I'm home. Doc gave me pain meds says everything is fine.,0,56,home doc gave pain meds says everything fine
ham,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),0,89,140 ard rest ard 180 least price 4 2 bedrm 900
ham,Me too! Have a lovely night xxx,0,31,lovely night xxx
ham,Prepare to be pleasured :),0,26,prepare pleasured
ham,Hi.:)technical support.providing assistance to us customer through call and email:),0,83,hi technical support.providing assistance us customer call email
ham,if you text on your way to cup stop that should work. And that should be BUS,0,76,text way cup stop work bus
ham,Whens your radio show?,0,22,whens radio show
spam,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,1,89,unique user id 1172 removal send stop 87239 customer services 08708034412
ham,I'm not sure if its still available though,0,42,sure still available though
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,0,120,watever relation built dis world thing remains atlast iz lonlines lotz lot memories feeling
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,0,62,cheers lou yeah goodnite shame neva came ya gailxx
ham,Hi..i got the money da:),0,24,hi got money da
ham,Ok then u tell me wat time u coming later lor.,0,46,ok tell wat time coming later lor
ham,U repeat e instructions again. Wat's e road name of ur house?,0,61,repeat instructions wat road name ur house
ham,Quite lor. But dun tell him wait he get complacent...,0,53,quite lor dun tell wait get complacent
ham,Sorry completely forgot * will pop em round this week if your still here?,0,73,sorry completely forgot pop em round week still
ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,0,87,beautiful girl ive ever seen baby come common room
ham,O we cant see if we can join denis and mina? Or does denis want alone time,0,74,cant see join denis mina denis want alone time
ham,Sen told that he is going to join his uncle finance in cbe,0,58,sen told going join uncle finance cbe
ham,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,0,80,yup hey one day fri ask miwa jiayin take leave go karaoke
ham,"Call me, i am senthil from hsbc.",0,32,call senthil hsbc
ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",0,147,especially since talk boston personal statement lol woulda changed realized said nyc says boston
ham,Indeed and by the way it was either or - not both !,0,51,indeed way either
spam,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",1,146,"urgent call 09066649731from landline complimentary 4 ibiza holiday 10,000 cash await collection sae cs po box 434 sk3 8wp 150ppm 18"
ham,Holy living christ what is taking you so long,0,45,holy living christ taking long
ham,Ü thk of wat to eat tonight.,0,28,thk wat eat tonight
ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",0,157,thanx yup coming back sun finish dinner going back 2 hotel time flies tog 4 exactly mth today hope haf many mths come
ham,We're on the opposite side from where we dropped you off,0,56,opposite side dropped
ham,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,0,68,yup izzit still raining heavily cos mrt ca n't outside
ham,Send me your resume:-),0,22,send resume
ham,Gd luck 4 ur exams :-),0,22,gd luck 4 ur exams
ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,0,84,ask next sat make ok lor
ham,Sorry that was my uncle. I.ll keep in touch,0,43,sorry uncle i.ll keep touch
ham,Saw Guys and Dolls last night with Patrick Swayze it was great,0,62,saw guys dolls last night patrick swayze great
spam,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,1,135,urgent 2nd attempt contact 900 prize yesterday still awaiting collection claim call 09061702893
spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,1,158,santa calling would little ones like call santa xmas eve call 09077818151 book time calls1.50ppm last 3mins 30s www.santacalling.com
ham,Just come home. I don't want u to be miserable,0,46,come home n't want miserable
ham,I dont know why she.s not getting your messages,0,47,dont know she.s getting messages
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",0,151,cool tyler take gon na buy drop place later tonight total order quarter got enough
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",0,240,guy car shop flirting got phone number paperwork called texted nervous course may address call boss tell knowing may get fired
ham,How do you plan to manage that,0,30,plan manage
ham,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off",0,110,er hello things quite go plan limping slowly home followed aa exhaust hanging
ham,Sorry for the delay. Yes masters,0,32,sorry delay yes masters
ham,Call me when u finish then i come n pick u.,0,43,call finish come pick
spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,1,153,private 2004 account statement 078498 7 shows 786 unredeemed bonus points claim call 08719180219 identifier code 45239 expires 06.05.05
ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,0,110,oga left phone home saw ur messages hope good great weekend
ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",0,201,n't worry though understand important put place poorly thought punishment face worst thing ever happened brb gon na go kill
ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",0,151,honey pls find much sell predicte nigeria many times used important reply monday
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,0,86,admin building might slightly earlier call reaching
ham,"fyi I'm at usf now, swing by the room whenever",0,46,fyi usf swing room whenever
ham,i can call in  &lt;#&gt;  min if thats ok,0,41,call lt gt min thats ok
ham,Ü no home work to do meh... ,0,28,home work meh
ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,0,98,anything valuable 2 situations first getting second loosing
ham,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,0,86,mark taking forever pick prescription pain coming back
ham,How's ur paper?,0,15,ur paper
ham,Got smaller capacity one? Quite ex...,0,37,got smaller capacity one quite ex
spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,1,69,check choose babe videos sms.shsex.netun fgkslpopw fgkslpo
ham,Im good! I have been thinking about you...,0,42,im good thinking
spam,u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),1,151,winner ave specially selected 2 receive 1000 cash 4 holiday flights inc speak live operator 2 claim 0871277810710p/min 18
ham,:-) :-),0,7,
ham,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,0,111,thought bout drink tap spile seven pub gas st broad st canal ok
ham,I am going to sleep. I am tired of travel.,0,42,going sleep tired travel
ham,"Haha, just what I was thinkin",0,29,haha thinkin
ham,Yup but it's not giving me problems now so mayb i'll jus leave it...,0,68,yup giving problems mayb jus leave
ham,Lol no. Just trying to make your day a little more interesting,0,62,lol trying make day little interesting
ham,"How long before you get reply, just defer admission til next semester",0,69,long get reply defer admission til next semester
